"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"NWSS_oh_1524_Treatment plant-2024-04-27","2024-04-27","ID:1524","Insufficient Data","0","Insufficient Data","Belmont","Ohio","39.991064","-80.813196","#cccccc","#cccccc"
"NWSS_or_1731_Treatment plant-2024-04-27","2024-04-27","ID:1731","Insufficient Data","0","Insufficient Data","Josephine","Oregon","42.405824","-123.423919","#cccccc","#cccccc"
"CDC_VERILY_tn_1833_Treatment plant-2024-04-27","2024-04-27","ID:1833","Insufficient Data","0","Insufficient Data","Bradley","Tennessee","35.26182","-84.788819","#cccccc","#cccccc"
"WWS_al_4_Treatment plant-2024-04-27","2024-04-27","ID:4","0.0","1","Minimal","Jefferson","Alabama","33.73776","-86.638361","#1a6e6b","#82cec2"
"CDC_VERILY_fl_316_Treatment plant-2024-04-27","2024-04-27","ID:316-A","Insufficient Data","0","Insufficient Data","Martin, Palm Beach","Florida","26.655215","-80.42742899999999","#cccccc","#cccccc"
"CDC_VERILY_nm_1243_Treatment plant-2024-04-27","2024-04-27","ID:1243","Insufficient Data","0","Insufficient Data","Santa Fe","New Mexico","35.692784","-105.94542299999999","#cccccc","#cccccc"
"WWS_tx_1909_Treatment plant-2024-04-27","2024-04-27","ID:1909","Insufficient Data","0","Insufficient Data","Montgomery","Texas","30.170733","-95.506417","#cccccc","#cccccc"
"NWSS_ca_150_Before treatment plant-2024-04-27","2024-04-27","ID:150","Insufficient Data","0","Insufficient Data","San Francisco","California","37.772979","-122.415131","#cccccc","#cccccc"
"WWS_ga_346_Treatment plant-2024-04-27","2024-04-27","ID:346","Insufficient Data","0","Insufficient Data","Muscogee, Chattahoochee","Georgia","32.42031","-84.931184","#cccccc","#cccccc"
"WWS_nc_1473_Treatment plant-2024-04-27","2024-04-27","ID:1473-B","Insufficient Data","0","Insufficient Data","Lenoir","North Carolina","35.210598999999995","-77.625068","#cccccc","#cccccc"
"NWSS_oh_1677_Treatment plant-2024-04-27","2024-04-27","ID:1677","Insufficient Data","0","Insufficient Data","Stark","Ohio","40.757488","-81.340634","#cccccc","#cccccc"
"NWSS_va_2004_Treatment plant-2024-04-27","2024-04-27","ID:2004","Insufficient Data","0","Insufficient Data","Russell","Virginia","36.915873","-82.043895","#cccccc","#cccccc"
"NWSS_wa_2041_Treatment plant-2024-04-27","2024-04-27","ID:2041","Insufficient Data","0","Insufficient Data","Grant","Washington","47.165565","-119.40091799999999","#cccccc","#cccccc"
"NWSS_wa_2064_Treatment plant-2024-04-27","2024-04-27","ID:2064","Insufficient Data","0","Insufficient Data","Thurston","Washington","46.982087","-122.87863899999999","#cccccc","#cccccc"
"WWS_fl_316_Treatment plant-2024-04-27","2024-04-27","ID:316-B","Insufficient Data","0","Insufficient Data","Palm Beach","Florida","26.642055","-80.430709","#cccccc","#cccccc"
"NWSS_il_417_Treatment plant-2024-04-27","2024-04-27","ID:417","0.0","1","Minimal","Cook","Illinois","41.98827","-88.13724","#1a6e6b","#82cec2"
"NWSS_va_1986_Treatment plant-2024-04-27","2024-04-27","ID:1986","Insufficient Data","0","Insufficient Data","Franklin","Virginia","36.995366999999995","-79.84336900000001","#cccccc","#cccccc"
"NWSS_wa_2039_Treatment plant-2024-04-27","2024-04-27","ID:2039","Insufficient Data","0","Insufficient Data","Clark","Washington","45.74911","-122.70676599999999","#cccccc","#cccccc"
"WWS_ca_119_Treatment plant-2024-04-27","2024-04-27","ID:119","Insufficient Data","0","Insufficient Data","Marin","California","37.975828","-122.510206","#cccccc","#cccccc"
"NWSS_ks_547_Treatment plant-2024-04-27","2024-04-27","ID:547","0.0","1","Minimal","Johnson","Kansas","38.870174","-94.637922","#1a6e6b","#82cec2"
"NWSS_or_1723_Treatment plant-2024-04-27","2024-04-27","ID:1723","Insufficient Data","0","Insufficient Data","Deschutes","Oregon","44.088477","-121.222805","#cccccc","#cccccc"
"NWSS_or_1736_Treatment plant-2024-04-27","2024-04-27","ID:1736","Insufficient Data","0","Insufficient Data","Lincoln","Oregon","44.580445","-124.054967","#cccccc","#cccccc"
"NWSS_pa_1771_Treatment plant-2024-04-27","2024-04-27","ID:1771","0.0","1","Minimal","Centre","Pennsylvania","40.888760999999995","-77.751679","#1a6e6b","#82cec2"
"CDC_VERILY_al_2_Treatment plant-2024-04-27","2024-04-27","ID:2","Insufficient Data","0","Insufficient Data","Colbert","Alabama","34.754256999999996","-87.70688","#cccccc","#cccccc"
"WWS_al_8_Treatment plant-2024-04-27","2024-04-27","ID:8","Insufficient Data","0","Insufficient Data","Jefferson","Alabama","33.345584","-86.953104","#cccccc","#cccccc"
"NWSS_oh_1508_Treatment plant-2024-04-27","2024-04-27","ID:1508","Insufficient Data","0","Insufficient Data","Allen","Ohio","40.704356000000004","-84.072451","#cccccc","#cccccc"
"NWSS_fl_312_Treatment plant-2024-04-27","2024-04-27","ID:312-C","Insufficient Data","0","Insufficient Data","Orange","Florida","28.469912","-81.395957","#cccccc","#cccccc"
"WWS_mn_1017_Treatment plant-2024-04-27","2024-04-27","ID:1017","Insufficient Data","0","Insufficient Data","Olmsted","Minnesota","44.075925","-92.51295599999999","#cccccc","#cccccc"
"NWSS_oh_1544_Treatment plant-2024-04-27","2024-04-27","ID:1544","Insufficient Data","0","Insufficient Data","Defiance","Ohio","41.301697000000004","-84.386173","#cccccc","#cccccc"
"NWSS_or_1722_Treatment plant-2024-04-27","2024-04-27","ID:1722","Insufficient Data","0","Insufficient Data","Coos","Oregon","43.250209","-124.15922900000001","#cccccc","#cccccc"
"NWSS_or_1745_Treatment plant-2024-04-27","2024-04-27","ID:1745","Insufficient Data","0","Insufficient Data","Multnomah","Oregon","45.400614000000004","-122.683828","#cccccc","#cccccc"
"NWSS_wa_2063_Treatment plant-2024-04-27","2024-04-27","ID:2063","Insufficient Data","0","Insufficient Data","Spokane","Washington","47.606835000000004","-117.508337","#cccccc","#cccccc"
"WWS_co_214_Treatment plant-2024-04-27","2024-04-27","ID:214","6.12","1","Minimal","Douglas","Colorado","39.491752","-104.850211","#1a6e6b","#82cec2"
"WWS_ga_326_Treatment plant-2024-04-27","2024-04-27","ID:326","Insufficient Data","0","Insufficient Data","Fulton","Georgia","34.133558","-84.48458699999999","#cccccc","#cccccc"
"WWS_fl_307_Treatment plant-2024-04-27","2024-04-27","ID:307-B","8.33","1","Minimal","Leon","Florida","30.135095","-84.398709","#1a6e6b","#82cec2"
"NWSS_wa_2038_Treatment plant-2024-04-27","2024-04-27","ID:2038","Insufficient Data","0","Insufficient Data","Clark","Washington","45.750677","-122.689521","#cccccc","#cccccc"
"NWSS_co_224_Treatment plant-2024-04-27","2024-04-27","ID:224","Insufficient Data","0","Insufficient Data","El Paso","Colorado","38.831213","-104.820329","#cccccc","#cccccc"
"CDC_VERILY_ct_270_Treatment plant-2024-04-27","2024-04-27","ID:270","Insufficient Data","0","Insufficient Data","Fairfield","Connecticut","41.054026","-73.61905","#cccccc","#cccccc"
"WWS_fl_319_Treatment plant-2024-04-27","2024-04-27","ID:319","18.92","2","Minimal","Pinellas","Florida","27.796013","-82.692701","#318984","#82cec2"
"NWSS_ca_97_Treatment plant-2024-04-27","2024-04-27","ID:97-C","0.0","1","Minimal","Contra Costa","California","37.993901","-122.143896","#1a6e6b","#82cec2"
"WWS_ks_545_Treatment plant-2024-04-27","2024-04-27","ID:545","15.56","2","Minimal","Douglas","Kansas","38.882881999999995","-95.308093","#318984","#82cec2"
"NWSS_va_2016_Treatment plant-2024-04-27","2024-04-27","ID:2016","Insufficient Data","0","Insufficient Data","Albemarle, Charlottesville City","Virginia","38.030148","-78.47765000000001","#cccccc","#cccccc"
"NWSS_wa_2065_Treatment plant-2024-04-27","2024-04-27","ID:2065","Insufficient Data","0","Insufficient Data","Walla Walla","Washington","46.137299999999996","-118.29664700000001","#cccccc","#cccccc"
"WWS_ca_97_Treatment plant-2024-04-27","2024-04-27","ID:97-B","Insufficient Data","0","Insufficient Data","Contra Costa","California","37.974661","-122.140576","#cccccc","#cccccc"
"CDC_VERILY_hi_360_Treatment plant-2024-04-27","2024-04-27","ID:360-A","Insufficient Data","0","Insufficient Data","Honolulu","Hawaii","21.361219000000002","-157.907939","#cccccc","#cccccc"
"CDC_VERILY_la_628_Treatment plant-2024-04-27","2024-04-27","ID:628","Insufficient Data","0","Insufficient Data","Lafayette","Louisiana","30.130609999999997","-92.031413","#cccccc","#cccccc"
"WWS_ca_145_Treatment plant-2024-04-27","2024-04-27","ID:145-B","0.0","1","Minimal","San Diego","California","32.706755","-117.234764","#1a6e6b","#82cec2"
"WWS_ca_173_Treatment plant-2024-04-27","2024-04-27","ID:173","18.92","2","Minimal","Santa Clara","California","37.198236","-121.712487","#318984","#82cec2"
"NWSS_co_244_Treatment plant-2024-04-27","2024-04-27","ID:244","Insufficient Data","0","Insufficient Data","Montrose","Colorado","38.450509000000004","-108.040569","#cccccc","#cccccc"
"NWSS_oh_1613_Treatment plant-2024-04-27","2024-04-27","ID:1613","0.0","1","Minimal","Lucas","Ohio","41.701338","-83.474422","#1a6e6b","#82cec2"
"NWSS_oh_1640_Treatment plant-2024-04-27","2024-04-27","ID:1640","Insufficient Data","0","Insufficient Data","Montgomery","Ohio","39.728949","-84.149742","#cccccc","#cccccc"
"NWSS_nc_1486_Treatment plant-2024-04-27","2024-04-27","ID:1486","Insufficient Data","0","Insufficient Data","Durham, Orange","North Carolina","35.958653999999996","-78.93704","#cccccc","#cccccc"
"CDC_VERILY_ok_1701_Treatment plant-2024-04-27","2024-04-27","ID:1701","Insufficient Data","0","Insufficient Data","Garfield","Oklahoma","36.409401","-97.854331","#cccccc","#cccccc"
"NWSS_de_289_Treatment plant-2024-04-27","2024-04-27","ID:289","Insufficient Data","0","Insufficient Data","Sussex","Delaware","38.69715","-75.10266","#cccccc","#cccccc"
"NWSS_il_426_Before treatment plant-2024-04-27","2024-04-27","ID:426","Insufficient Data","0","Insufficient Data","Cook","Illinois","41.806929","-87.69496","#cccccc","#cccccc"
"NWSS_il_499_Treatment plant-2024-04-27","2024-04-27","ID:499","0.0","1","Minimal","Winnebago","Illinois","42.320444","-89.16036700000001","#1a6e6b","#82cec2"
"NWSS_or_1742_Treatment plant-2024-04-27","2024-04-27","ID:1742","Insufficient Data","0","Insufficient Data","Marion","Oregon","44.954101","-122.746762","#cccccc","#cccccc"
"CDC_VERILY_hi_369_Treatment plant-2024-04-27","2024-04-27","ID:369","Insufficient Data","0","Insufficient Data","Maui","Hawaii","20.847684","-156.252846","#cccccc","#cccccc"
"NWSS_il_448_Treatment plant-2024-04-27","2024-04-27","ID:448","94.29","10","High","Kane","Illinois","41.829052","-88.40425400000001","#6b0057","#2283b9"
"NWSS_il_444_Treatment plant-2024-04-27","2024-04-27","ID:444","Insufficient Data","0","Insufficient Data","Greene","Illinois","39.381918","-90.40253100000001","#cccccc","#cccccc"
"WWS_mn_1028_Treatment plant-2024-04-27","2024-04-27","ID:1028","42.5","5","Moderate","Sherburne, Benton, Stearns","Minnesota","45.525436","-94.326459","#71e0d5","#51b2cd"
"CDC_VERILY_nc_1491_Treatment plant-2024-04-27","2024-04-27","ID:1491","Insufficient Data","0","Insufficient Data","Rowan","North Carolina","35.687961","-80.44612","#cccccc","#cccccc"
"NWSS_oh_1590_Treatment plant-2024-04-27","2024-04-27","ID:1590","Insufficient Data","0","Insufficient Data","Hardin","Ohio","40.62858","-83.606243","#cccccc","#cccccc"
"NWSS_oh_1678_Treatment plant-2024-04-27","2024-04-27","ID:1678-C","0.0","1","Minimal","Summit","Ohio","41.171479999999995","-81.574991","#1a6e6b","#82cec2"
"NWSS_oh_1679_Treatment plant-2024-04-27","2024-04-27","ID:1679","Insufficient Data","0","Insufficient Data","Trumbull","Ohio","41.326904000000006","-80.760669","#cccccc","#cccccc"
"WWS_ca_121_Treatment plant-2024-04-27","2024-04-27","ID:121","Insufficient Data","0","Insufficient Data","Marin","California","38.039414","-122.547711","#cccccc","#cccccc"
"WWS_fl_308_Treatment plant-2024-04-27","2024-04-27","ID:308","19.23","2","Minimal","Miami-Dade","Florida","25.702218","-80.17117499999999","#318984","#82cec2"
"NWSS_il_437_Treatment plant-2024-04-27","2024-04-27","ID:437","0.0","1","Minimal","Du Page","Illinois","41.87357","-87.934413","#1a6e6b","#82cec2"
"NWSS_il_438_Treatment plant-2024-04-27","2024-04-27","ID:438-C","0.0","1","Minimal","Du Page","Illinois","41.882633999999996","-88.03110500000001","#1a6e6b","#82cec2"
"WWS_in_510_Treatment plant-2024-04-27","2024-04-27","ID:510","Insufficient Data","0","Insufficient Data","Hamilton","Indiana","39.950160000000004","-86.121827","#cccccc","#cccccc"
"NWSS_or_1743_Treatment plant-2024-04-27","2024-04-27","ID:1743","Insufficient Data","0","Insufficient Data","Marion","Oregon","44.807747","-122.719699","#cccccc","#cccccc"
"CDC_VERILY_tx_1921_Treatment plant-2024-04-27","2024-04-27","ID:1921-A","Insufficient Data","0","Insufficient Data","Webb","Texas","27.504479000000003","-99.496678","#cccccc","#cccccc"
"NWSS_co_246_Treatment plant-2024-04-27","2024-04-27","ID:246","Insufficient Data","0","Insufficient Data","Otero","Colorado","37.956139","-103.65939700000001","#cccccc","#cccccc"
"NWSS_il_401_Treatment plant-2024-04-27","2024-04-27","ID:401","0.0","1","Minimal","Boone","Illinois","42.269741","-88.821655","#1a6e6b","#82cec2"
"NWSS_oh_1545_Treatment plant-2024-04-27","2024-04-27","ID:1545","Insufficient Data","0","Insufficient Data","Erie","Ohio","41.406329","-82.729817","#cccccc","#cccccc"
"CDC_VERILY_ks_554_Treatment plant-2024-04-27","2024-04-27","ID:554","Insufficient Data","0","Insufficient Data","Shawnee","Kansas","39.062317","-95.622637","#cccccc","#cccccc"
"NWSS_or_1753_Treatment plant-2024-04-27","2024-04-27","ID:1753","Insufficient Data","0","Insufficient Data","Washington","Oregon","45.457037","-122.979203","#cccccc","#cccccc"
"WWS_nj_1216_Treatment plant-2024-04-27","2024-04-27","ID:1216","15.22","2","Minimal","Monmouth","New Jersey","40.432477999999996","-74.179887","#318984","#82cec2"
"NWSS_oh_1607_Treatment plant-2024-04-27","2024-04-27","ID:1607","0.0","1","Minimal","Lorain","Ohio","41.444271","-82.172614","#1a6e6b","#82cec2"
"WWS_ca_94_Treatment plant-2024-04-27","2024-04-27","ID:94","0.0","1","Minimal","Alameda","California","37.815887","-122.30986","#1a6e6b","#82cec2"
"NWSS_co_229_Treatment plant-2024-04-27","2024-04-27","ID:229","Insufficient Data","0","Insufficient Data","Garfield","Colorado","39.505241","-107.583995","#cccccc","#cccccc"
"WWS_ga_340_Treatment plant-2024-04-27","2024-04-27","ID:340","6.82","1","Minimal","Fulton","Georgia","33.703937","-84.372005","#1a6e6b","#82cec2"
"WWS_il_441_Treatment plant-2024-04-27","2024-04-27","ID:441","17.39","2","Minimal","Du Page","Illinois","41.843399","-88.094756","#318984","#82cec2"
"NWSS_il_452_Treatment plant-2024-04-27","2024-04-27","ID:452","0.0","1","Minimal","Knox","Illinois","40.969093","-90.209534","#1a6e6b","#82cec2"
"NWSS_oh_1605_Treatment plant-2024-04-27","2024-04-27","ID:1605","0.0","1","Minimal","Licking","Ohio","40.009468999999996","-82.633904","#1a6e6b","#82cec2"
"NWSS_va_1985_Treatment plant-2024-04-27","2024-04-27","ID:1985","Insufficient Data","0","Insufficient Data","Prince William, Fairfax, Fauquier, Loudoun, Fairfax City, Manassas City, Manassas Park City","Virginia","38.814153","-77.45804","#cccccc","#cccccc"
"NWSS_wa_2040_Treatment plant-2024-04-27","2024-04-27","ID:2040","Insufficient Data","0","Insufficient Data","Franklin","Washington","46.41506","-118.911127","#cccccc","#cccccc"
"WWS_ca_169_Treatment plant-2024-04-27","2024-04-27","ID:169","24.49","3","Low","San Mateo","California","37.395937","-122.425046","#46a59e","#b1e1bb"
"WWS_co_215_Treatment plant-2024-04-27","2024-04-27","ID:215","Insufficient Data","0","Insufficient Data","Douglas","Colorado","39.488672","-104.84861099999999","#cccccc","#cccccc"
"WWS_hi_360_Treatment plant-2024-04-27","2024-04-27","ID:360-B","40.82","5","Moderate","Honolulu","Hawaii","21.362739","-157.901979","#71e0d5","#51b2cd"
"NWSS_il_468_Treatment plant-2024-04-27","2024-04-27","ID:468","0.0","1","Minimal","Mclean","Illinois","40.524636","-88.874823","#1a6e6b","#82cec2"
"WWS_de_290_Treatment plant-2024-04-27","2024-04-27","ID:290-B","0.0","1","Minimal","Sussex","Delaware","38.649091","-75.376094","#1a6e6b","#82cec2"
"NWSS_il_490_Treatment plant-2024-04-27","2024-04-27","ID:490","0.0","1","Minimal","Shelby","Illinois","39.447413000000005","-88.80650800000001","#1a6e6b","#82cec2"
"NWSS_oh_1548_Treatment plant-2024-04-27","2024-04-27","ID:1548","Insufficient Data","0","Insufficient Data","Fayette","Ohio","39.537065999999996","-83.443652","#cccccc","#cccccc"
"NWSS_oh_1549_Treatment plant-2024-04-27","2024-04-27","ID:1549","0.0","1","Minimal","Franklin","Ohio","39.961876000000004","-83.002949","#1a6e6b","#82cec2"
"NWSS_il_454_Treatment plant-2024-04-27","2024-04-27","ID:454","0.0","1","Minimal","Lake","Illinois","42.195904","-87.807825","#1a6e6b","#82cec2"
"WWS_ks_555_Treatment plant-2024-04-27","2024-04-27","ID:555","Insufficient Data","0","Insufficient Data","Wyandotte","Kansas","39.095514","-94.78963300000001","#cccccc","#cccccc"
"WWS_nc_1505_Treatment plant-2024-04-27","2024-04-27","ID:1505","0.0","1","Minimal","Wilson","North Carolina","35.734944","-77.918429","#1a6e6b","#82cec2"
"NWSS_wa_2042_Treatment plant-2024-04-27","2024-04-27","ID:2042","Insufficient Data","0","Insufficient Data","Island","Washington","48.307898","-122.623953","#cccccc","#cccccc"
"NWSS_il_497_Treatment plant-2024-04-27","2024-04-27","ID:497","0.0","1","Minimal","Whiteside","Illinois","41.836629","-89.750141","#1a6e6b","#82cec2"
"NWSS_oh_1690_Treatment plant-2024-04-27","2024-04-27","ID:1690","Insufficient Data","0","Insufficient Data","Williams","Ohio","41.547851","-84.584609","#cccccc","#cccccc"
"NWSS_il_498_Treatment plant-2024-04-27","2024-04-27","ID:498","0.0","1","Minimal","Will","Illinois","41.63934","-88.069341","#1a6e6b","#82cec2"
"WWS_ks_552_Treatment plant-2024-04-27","2024-04-27","ID:552","93.33","10","High","Saline","Kansas","38.826153","-97.654073","#6b0057","#2283b9"
"CDC_VERILY_md_730_Treatment plant-2024-04-27","2024-04-27","ID:730","Insufficient Data","0","Insufficient Data","Anne Arundel","Maryland","39.104128","-76.800803","#cccccc","#cccccc"
"WWS_oh_1622_Treatment plant-2024-04-27","2024-04-27","ID:1622-B","17.78","2","Minimal","Mahoning","Ohio","41.099072","-80.649146","#318984","#82cec2"
"CDC_VERILY_ca_97_Treatment plant-2024-04-27","2024-04-27","ID:97-A","Insufficient Data","0","Insufficient Data","Contra Costa","California","37.984901","-122.13697599999999","#cccccc","#cccccc"
"NWSS_co_252_Treatment plant-2024-04-27","2024-04-27","ID:252","Insufficient Data","0","Insufficient Data","Pueblo","Colorado","38.344556999999995","-104.424296","#cccccc","#cccccc"
"NWSS_fl_321_Treatment plant-2024-04-27","2024-04-27","ID:321","Insufficient Data","0","Insufficient Data","Pinellas","Florida","27.811442","-82.728038","#cccccc","#cccccc"
"CDC_VERILY_la_631_Treatment plant-2024-04-27","2024-04-27","ID:631","Insufficient Data","0","Insufficient Data","Lafayette","Louisiana","30.2588","-92.043199","#cccccc","#cccccc"
"WWS_mi_833_Treatment plant-2024-04-27","2024-04-27","ID:833","Insufficient Data","0","Insufficient Data","Isabella","Michigan","43.646935","-84.818111","#cccccc","#cccccc"
"NWSS_oh_1635_Treatment plant-2024-04-27","2024-04-27","ID:1635","Insufficient Data","0","Insufficient Data","Mercer","Ohio","40.473843","-84.68956","#cccccc","#cccccc"
"WWS_me_723_Treatment plant-2024-04-27","2024-04-27","ID:723","Insufficient Data","0","Insufficient Data","York","Maine","43.212434","-70.72937","#cccccc","#cccccc"
"CDC_VERILY_md_729_Treatment plant-2024-04-27","2024-04-27","ID:729","Insufficient Data","0","Insufficient Data","Anne Arundel","Maryland","39.061510000000006","-76.585177","#cccccc","#cccccc"
"WWS_nh_1190_Treatment plant-2024-04-27","2024-04-27","ID:1190","26.19","3","Low","Merrimack","New Hampshire","43.222434","-71.52882100000001","#46a59e","#b1e1bb"
"NWSS_il_421_Before treatment plant-2024-04-27","2024-04-27","ID:421","Insufficient Data","0","Insufficient Data","Cook","Illinois","41.804688999999996","-87.67908","#cccccc","#cccccc"
"WWS_mi_895_Treatment plant-2024-04-27","2024-04-27","ID:895","34.09","4","Low","Macomb","Michigan","42.509525999999994","-83.010133","#5bc2b9","#b1e1bb"
"NWSS_oh_1528_Treatment plant-2024-04-27","2024-04-27","ID:1528","0.0","1","Minimal","Butler","Ohio","39.468147","-84.67907","#1a6e6b","#82cec2"
"WWS_tx_1847_Treatment plant-2024-04-27","2024-04-27","ID:1847","41.46","5","Moderate","Cooke","Texas","33.661578000000006","-97.16821499999999","#71e0d5","#51b2cd"
"CDC_VERILY_ca_2199_Treatment plant-2024-04-27","2024-04-27","ID:2199","Insufficient Data","0","Insufficient Data","Nevada","California","39.103826","-121.12449600000001","#cccccc","#cccccc"
"NWSS_il_494_Treatment plant-2024-04-27","2024-04-27","ID:494","0.0","1","Minimal","Vermilion","Illinois","40.153962","-87.66896999999999","#1a6e6b","#82cec2"
"CDC_VERILY_ct_272_Treatment plant-2024-04-27","2024-04-27","ID:272","Insufficient Data","0","Insufficient Data","Fairfield","Connecticut","41.178846","-73.125294","#cccccc","#cccccc"
"NWSS_fl_302_Treatment plant-2024-04-27","2024-04-27","ID:302","Insufficient Data","0","Insufficient Data","Alachua","Florida","29.67609","-82.347659","#cccccc","#cccccc"
"NWSS_il_414_Before treatment plant-2024-04-27","2024-04-27","ID:414","0.0","1","Minimal","Cook","Illinois","41.804969","-87.68292","#1a6e6b","#82cec2"
"CDC_VERILY_tx_1914_Treatment plant-2024-04-27","2024-04-27","ID:1914","Insufficient Data","0","Insufficient Data","Travis","Texas","30.300308","-97.622631","#cccccc","#cccccc"
"WWS_ca_91_Before treatment plant-2024-04-27","2024-04-27","ID:91","Insufficient Data","0","Insufficient Data","Alameda","California","37.531222","-122.022392","#cccccc","#cccccc"
"NWSS_il_409_Treatment plant-2024-04-27","2024-04-27","ID:409","0.0","1","Minimal","Champaign","Illinois","40.084053000000004","-88.178893","#1a6e6b","#82cec2"
"WWS_il_438_Treatment plant-2024-04-27","2024-04-27","ID:438-B","16.33","2","Minimal","Du Page","Illinois","41.882674","-88.03746500000001","#318984","#82cec2"
"WWS_ne_1164_Treatment plant-2024-04-27","2024-04-27","ID:1164","36.54","4","Low","Lancaster","Nebraska","40.871781","-96.723874","#5bc2b9","#b1e1bb"
"NWSS_wa_2037_Treatment plant-2024-04-27","2024-04-27","ID:2037","Insufficient Data","0","Insufficient Data","Clark","Washington","45.777709","-122.640898","#cccccc","#cccccc"
"CDC_VERILY_ct_271_Treatment plant-2024-04-27","2024-04-27","ID:271","Insufficient Data","0","Insufficient Data","Fairfield","Connecticut","41.096835999999996","-73.405282","#cccccc","#cccccc"
"NWSS_va_2006_Treatment plant-2024-04-27","2024-04-27","ID:2006-C","Insufficient Data","0","Insufficient Data","Stafford","Virginia","38.339538","-77.445578","#cccccc","#cccccc"
"NWSS_wv_2079_Treatment plant-2024-04-27","2024-04-27","ID:2079","Insufficient Data","0","Insufficient Data","Jefferson","West Virginia","39.324898000000005","-77.862358","#cccccc","#cccccc"
"NWSS_ca_145_Treatment plant-2024-04-27","2024-04-27","ID:145-C","0.0","1","Minimal","San Diego","California","32.704875","-117.235084","#1a6e6b","#82cec2"
"CDC_VERILY_ca_162_Treatment plant-2024-04-27","2024-04-27","ID:162","Insufficient Data","0","Insufficient Data","San Luis Obispo","California","35.301961","-120.796897","#cccccc","#cccccc"
"CDC_VERILY_la_629_Treatment plant-2024-04-27","2024-04-27","ID:629","Insufficient Data","0","Insufficient Data","Lafayette","Louisiana","30.231795","-92.066614","#cccccc","#cccccc"
"NWSS_ks_551_Treatment plant-2024-04-27","2024-04-27","ID:551","Insufficient Data","0","Insufficient Data","Reno","Kansas","37.954112","-97.89448999999999","#cccccc","#cccccc"
"CDC_VERILY_va_1987_Treatment plant-2024-04-27","2024-04-27","ID:1987","Insufficient Data","0","Insufficient Data","Frederick, Winchester City","Virginia","39.274495","-78.205412","#cccccc","#cccccc"
"NWSS_il_408_Treatment plant-2024-04-27","2024-04-27","ID:408","75.61","8","Above Average","Cass","Illinois","39.955663","-90.267957","#9e5894","#288abd"
"NWSS_il_470_Treatment plant-2024-04-27","2024-04-27","ID:470","0.0","1","Minimal","Macon","Illinois","39.855740999999995","-89.026656","#1a6e6b","#82cec2"
"WWS_tx_1912_Treatment plant-2024-04-27","2024-04-27","ID:1912","61.82","7","Above Average","Randall, Potter","Texas","35.091449","-101.811277","#b77bb5","#288abd"
"NWSS_va_2030_Treatment plant-2024-04-27","2024-04-27","ID:2030","Insufficient Data","0","Insufficient Data","Virginia Beach City, Chesapeake City","Virginia","36.836346","-76.062252","#cccccc","#cccccc"
"WWS_ga_341_Treatment plant-2024-04-27","2024-04-27","ID:341","Insufficient Data","0","Insufficient Data","Fulton","Georgia","33.733700999999996","-84.550702","#cccccc","#cccccc"
"NWSS_nc_1462_Treatment plant-2024-04-27","2024-04-27","ID:1462","Insufficient Data","0","Insufficient Data","Forsyth","North Carolina","36.069199","-80.326845","#cccccc","#cccccc"
"CDC_VERILY_tx_1868_Treatment plant-2024-04-27","2024-04-27","ID:1868","Insufficient Data","0","Insufficient Data","Galveston","Texas","29.508411","-95.054662","#cccccc","#cccccc"
"NWSS_il_411_Treatment plant-2024-04-27","2024-04-27","ID:411","0.0","1","Minimal","Christian","Illinois","39.549772","-89.32867","#1a6e6b","#82cec2"
"NWSS_wa_2035_Treatment plant-2024-04-27","2024-04-27","ID:2035","0.0","1","Minimal","Chelan","Washington","47.567736000000004","-120.36144399999999","#1a6e6b","#82cec2"
"CDC_VERILY_ca_160_Treatment plant-2024-04-27","2024-04-27","ID:160","Insufficient Data","0","Insufficient Data","San Luis Obispo","California","35.594788","-120.952654","#cccccc","#cccccc"
"WWS_ga_337_Treatment plant-2024-04-27","2024-04-27","ID:337","Insufficient Data","0","Insufficient Data","Fulton","Georgia","34.054638","-84.380635","#cccccc","#cccccc"
"NWSS_oh_1538_Treatment plant-2024-04-27","2024-04-27","ID:1538","Insufficient Data","0","Insufficient Data","Crawford","Ohio","40.836873999999995","-82.984116","#cccccc","#cccccc"
"NWSS_wv_2102_Treatment plant-2024-04-27","2024-04-27","ID:2102","Insufficient Data","0","Insufficient Data","Taylor","West Virginia","39.335386","-80.00500600000001","#cccccc","#cccccc"
"CDC_VERILY_fl_322_Treatment plant-2024-04-27","2024-04-27","ID:322","Insufficient Data","0","Insufficient Data","Sarasota","Florida","27.239901","-82.3432","#cccccc","#cccccc"
"NWSS_wa_2060_Treatment plant-2024-04-27","2024-04-27","ID:2060","Insufficient Data","0","Insufficient Data","Island, Snohomish","Washington","48.085388","-122.11063999999999","#cccccc","#cccccc"
"CDC_VERILY_pa_1790_Treatment plant-2024-04-27","2024-04-27","ID:1790","Insufficient Data","0","Insufficient Data","Montgomery","Pennsylvania","40.223306","-75.22679699999999","#cccccc","#cccccc"
"NWSS_va_1979_Treatment plant-2024-04-27","2024-04-27","ID:1979","Insufficient Data","0","Insufficient Data","Clifton Forge City, Alleghany","Virginia","37.807894","-79.775907","#cccccc","#cccccc"
